LogID,Username,Password,FullName,Email,Phone,AccountBalance,KYCStatus,CreatedAt,AccountNumber,IFSC,AccountID,Timestamp,TransactionType,Description,SessionID,TransactionAmount,SessionDuration,LoginHour,FailedLoginCount,NewDeviceLogin,PasswordChanged,Channel,PagesVisited,ClickRate,RapidTransactions,BeneficiaryAdded,LargeTransaction,DeviceTrustScore,CyberRiskScore,RiskLabel,BeneficiaryName
LOG-2dee54ce,jlozano,&@bR43DWVmBU,Justin Jenkins,kelly11@example.net,+1-455-314-3479x25431,41699.85,Pending,2025-09-11 14:56:03,86983087269,FLUX0ILDLIY,AC1105,2025-04-29 17:15:33,Transfer,Wind service vote identify field,SES-d31287c9,2250.8,51,22,2,0,0,Mobile,14,6,1,0,0,0.65,35,1,None
LOG-96949b41,mmanning,(6Zj+_rjY)*m,Katherine Peterson,timothyhunter@example.org,+1-842-886-9625,3543.39,Verified,2023-11-25 12:34:46,04502896997,FLUX0UOSOKR,AC1504,2025-06-14 01:34:58,Transfer,General want your project,SES-94aa2940,46778.25,14,2,13,1,0,Web,8,7,1,1,1,0.25,97,1,Amy Holder
LOG-86211b3c,bradfordstephanie,s5zcGp3!#2Fp,Henry Sutton,verickson@example.com,368-960-6054x698,4473.77,Verified,2025-06-11 19:06:14,87383145351,FLUX0QRZXGF,AC1753,2025-08-06 21:32:11,Transfer,Main home under wife,SES-b2b08110,36195.97,9,2,12,1,1,Web,15,9,1,1,1,0.0,97,1,Christian Garcia
LOG-e370d660,russellmills,x)8JMgIlt4a5,Jesse Evans,lopezkathy@example.com,6834595673,31035.31,Verified,2023-06-06 03:05:58,01341308832,FLUX0FLMYJC,AC1543,2025-12-13 19:03:40,Debit,Go behind sing,SES-64dd8155,1822.13,796,19,0,0,0,Mobile,11,4,0,0,0,0.81,7,0,None
LOG-349390d7,denise28,!5wC3EusBMpu,Jennifer Coleman,jessica02@example.org,413.999.7635x68124,34331.09,Verified,2025-01-15 01:07:44,10883096606,FLUX0ZGWZGO,AC1064,2025-12-14 17:26:28,Transfer,Fight home carry,SES-3fe705ae,153.2,395,17,0,0,0,Mobile,7,3,0,0,0,0.88,21,0,None
LOG-258e08c2,audrey62,Q(H5FZUcrIx(,Theodore Mcgee,kwillis@example.org,001-350-956-9753x31581,33755.6,Pending,2023-03-11 19:46:23,90336285142,FLUX0BZEEXJ,AC1567,2026-01-17 00:36:12,Transfer,Use couple cost stand,SES-da195273,595.55,471,0,0,0,0,Mobile,13,4,0,1,0,0.89,24,0,Jacob Johnson
LOG-37573129,rchen,gQOq8@Yir^$6,Spencer Mercado,smithrose@example.net,(280)527-7708,5157.5,Pending,2024-09-05 14:37:45,90121439791,FLUX0OMZVBD,AC1610,2025-07-10 21:03:23,Transfer,Line be sometimes,SES-82227262,25730.66,17,0,12,1,0,Web,4,5,1,1,1,0.22,98,1,David Flores
LOG-a5db582d,samantha35,_SAnzmGdTD)4,Zachary Hall,hogandawn@example.com,758.320.8632x55638,69160.2,Verified,2023-11-18 06:29:26,92998153787,FLUX0MQXVTR,AC1115,2025-04-11 14:42:46,Debit,According professor sister fill clearly,SES-00fcc462,1162.83,790,14,0,0,0,Mobile,5,4,0,1,0,0.98,17,0,Selena Morris
LOG-59ca55bc,zreese,Kq6&resjiePV,Jerry Howard,ithomas@example.net,+1-363-885-2786,87810.03,Verified,2024-11-23 03:30:35,30550826484,FLUX0UDEQYJ,AC1256,2025-04-26 11:01:39,Transfer,Increase girl away,SES-27bd94cb,591.9,608,11,0,0,0,Web,13,14,0,0,0,0.82,6,0,None
LOG-05beb62d,martinezangelica,5+tC&@nXTG3J,Meghan Johnson,brittanyhamilton@example.com,836-753-3828x59989,20082.81,Verified,2024-10-28 12:35:11,64796906558,FLUX0ZNSYIR,AC1193,2025-06-16 11:11:47,Transfer,While computer plant,SES-ecf49880,1972.13,159,11,0,0,0,Web,6,5,0,0,0,0.91,18,0,None
LOG-83a7418c,smcmahon,#P1D(xfvs2q@,Mrs. Rhonda Collins,annawhite@example.org,+1-252-287-8504,55822.2,Pending,2023-12-26 08:57:08,30318639217,FLUX0DCQQKV,AC1513,2026-01-06 14:02:30,Login,Even effort chair,SES-d3bc6df0,797.23,716,14,0,0,0,Web,8,8,0,1,0,0.97,19,0,Robert Guerrero
LOG-2b1426a5,phamilton,1F36e*1^@08P,Kelly Santiago,paul81@example.com,928-400-5470x2926,52135.1,Verified,2024-08-09 08:24:36,69458119421,FLUX0OUIVZK,AC1477,2025-09-12 22:37:19,Credit,Prevent together everything,SES-9808b7c4,2863.1,42,23,5,1,0,Mobile,14,9,0,1,0,0.65,45,1,Nicholas Norris
LOG-da0d8f85,lewiskimberly,h6ZZm&i)%kD^,Anthony Bonilla,wwallace@example.com,+1-969-672-2754x50603,86931.15,Verified,2023-03-15 00:38:10,63511611991,FLUX0OINQUS,AC1715,2025-10-15 16:40:45,Transfer,Action dark state professional bring,SES-e9541aac,19474.1,20,2,15,1,1,Web,11,11,1,1,1,0.07,88,1,Evelyn Mason
LOG-cee33cb1,annette70,(&2BOl2tMpw4,Randy Porter,matthew39@example.com,5112753239,91300.79,Verified,2024-08-10 16:12:55,26326691616,FLUX0XACFON,AC1309,2025-07-24 11:13:19,Transfer,Fly TV,SES-76d23043,3425.32,18,2,4,1,0,Mobile,9,7,1,1,0,0.47,39,1,Joshua Ballard
LOG-30325159,qmartin,9rIUMWQe%RA9,Stefanie Williams,justinsimpson@example.com,+1-375-255-6933x5866,84449.89,Pending,2023-04-11 08:32:09,28180391587,FLUX0XMMRCS,AC1352,2025-03-01 22:44:41,Transfer,Focus anyone,SES-1deea668,993.07,99,22,0,0,0,Web,14,15,0,0,0,0.85,25,0,None
LOG-9e124fb0,cdavis,h0H_u*1h#6gM,Brandon Smith,terri23@example.com,001-233-669-2716x55121,10269.96,Verified,2023-03-12 11:15:18,14043167720,FLUX0CPDJAL,AC1700,2025-10-09 22:43:19,Transfer,Support worry others,SES-ce801f99,7578.7,59,23,4,0,0,Mobile,14,5,0,1,1,0.61,42,1,Carl Barnes
LOG-70d0fa2b,thompsongary,+JHMYhooLY2_,Deborah Brady,leedorothy@example.com,001-654-953-9673,92290.18,Verified,2024-11-10 11:10:24,11433838540,FLUX0SKMBUC,AC1249,2025-03-15 21:22:34,Debit,Figure issue senior him,SES-204054d8,4226.13,52,2,3,0,0,Web,5,5,1,0,0,0.62,38,1,None
LOG-66827c2e,mjordan,5BN8oWr3_LJv,Gregory Mckinney,harriswilliam@example.org,389-338-0626,53734.93,Verified,2025-01-03 00:19:51,29998768610,FLUX0TZGIZF,AC1685,2025-10-22 10:42:07,Transfer,Region no prevent pick,SES-15e6d391,89.21,189,10,0,0,0,Mobile,4,7,0,0,0,0.81,5,0,None
LOG-ddd54816,rhopkins,L$#u66Tq+Nr2,Robert Spencer,julian31@example.org,+1-325-608-3300,4126.27,Rejected,2025-01-30 13:51:45,44208188681,FLUX0FGKOZC,AC1395,2025-11-15 12:57:47,Debit,Film simply second thing,SES-eaa73e83,1665.27,677,12,1,0,0,Mobile,10,5,0,1,0,0.85,19,0,Raymond Murphy
LOG-58e63287,xjohnson,_7^sJUcer4Sj,Andrew Medina,johnathanfowler@example.net,+1-550-753-9491,38409.55,Verified,2024-12-06 22:56:44,61884432182,FLUX0GPWYET,AC1039,2025-09-19 09:53:58,Transfer,Since story another impact long,SES-f7401701,22389.22,20,3,13,1,1,Web,9,10,1,1,1,0.05,95,1,Mark Wu
LOG-79920444,austinjulie,^eAP%Q80m7pH,Angela Chan,heather42@example.net,682-305-4211x77847,11340.36,Rejected,2025-06-22 20:32:10,33524967299,FLUX0LQZBVF,AC1800,2025-12-04 23:18:57,Login,New once live draw,SES-92e30623,965.66,174,23,1,0,0,Mobile,9,6,0,0,0,0.95,16,0,None
LOG-59704594,johnmyers,(AW4jbq$l3IG,Jonathan Contreras,richardjohnson@example.org,9008900837,79558.95,Rejected,2026-01-23 16:24:27,05770619554,FLUX0YVHAYB,AC1167,2025-11-20 11:29:07,Login,Music meeting agent own,SES-87d34bd9,9734.57,55,1,4,0,0,Mobile,5,10,1,1,1,0.41,49,1,John Collins
LOG-63306519,sanchezwilliam,(&79YkApk+Mt,Debra Henry,fitzgeraldrobert@example.com,+1-285-974-7974x1029,86880.44,Verified,2024-02-09 02:57:25,04789106612,FLUX0MQXJCA,AC1196,2025-09-07 14:54:29,Login,Health trouble,SES-773845f8,1416.84,738,14,0,0,0,Mobile,11,3,0,0,0,0.84,17,0,None
LOG-3b716dcf,johnathanthompson,dfOcrkIj*l7F,Taylor Martinez,garretttiffany@example.org,542-258-9502x2406,68706.9,Verified,2023-05-23 14:10:45,10060506730,FLUX0PFGRBH,AC1303,2025-03-19 14:20:16,Login,Gas large evening rate they,SES-b13439ba,1266.7,551,14,0,0,0,Web,6,5,0,1,0,0.81,8,0,William Carey
LOG-4fc2bd15,andre86,!2t9%Wqzbn8#,Kimberly Garrett,comptonrobert@example.com,(606)729-1801,22580.63,Verified,2025-01-29 00:14:21,72251035585,FLUX0GBNPXD,AC1693,2025-03-19 16:56:20,Login,Song world look significant,SES-87846df1,4992.32,24,2,5,0,0,Mobile,5,6,1,1,0,0.62,43,1,Leslie Jones
LOG-d001d311,taylor31,8&3QF@%jh#b5,Christopher Dunn,dpreston@example.org,776.986.2359x38441,51965.49,Verified,2025-03-05 07:20:15,98463391714,FLUX0EUEESW,AC1107,2025-04-30 15:30:33,Transfer,Have street,SES-29318592,71625.78,14,0,10,1,1,Web,9,4,1,1,1,0.1,84,1,Heidi Thompson
LOG-f69a5142,zortiz,En0PyCh$ws^c,Ernest Smith,laracheryl@example.com,728-895-8891x88333,715.96,Pending,2025-07-01 02:47:19,93154839046,FLUX0HCGUGN,AC1542,2026-02-18 03:29:52,Login,Defense prevent enjoy,SES-61f1b497,3809.0,23,0,4,0,0,Web,5,8,0,0,0,0.49,62,1,None
LOG-17122733,michael92,KE(!8Dru!Cx3,David Williams,marcusadams@example.com,679.274.5502,27668.43,Rejected,2025-06-13 10:35:51,60197290815,FLUX0QIKPMC,AC1488,2025-11-01 09:08:16,Login,Not possible son,SES-1211ca5a,4368.72,32,2,5,1,0,Web,6,12,1,1,0,0.68,65,1,Susan Ortega
LOG-1aa077cd,wallacenoah,#1Ip_xOFBKrk,Mary Coleman,wrightalexandra@example.net,588-791-8662,15258.93,Verified,2024-08-17 20:18:50,49088912200,FLUX0JNTJRM,AC1647,2026-02-16 15:31:19,Debit,Without small,SES-9d389b1d,5989.18,22,1,2,0,0,Web,8,9,0,0,1,0.67,49,1,None
LOG-8ae38e4e,turnersusan,EbN2PaI31%+s,Eric Todd,marcus21@example.com,6192374072,38802.34,Verified,2023-11-24 05:37:38,87324766745,FLUX0FUXVYI,AC1345,2025-10-05 23:16:36,Debit,Realize black back gun the,SES-abd1debe,689.23,81,23,0,0,0,Mobile,5,10,0,0,0,0.99,24,0,None
LOG-28816027,sellerschristine,n4Iz7pRQ7y&m,Matthew Whitaker,carneykelly@example.net,+1-207-630-3289x45293,69081.07,Rejected,2024-03-20 18:40:46,95144146625,FLUX0JGEHYJ,AC1272,2026-01-20 02:36:18,Debit,None performance middle before you,SES-3b199337,1086.93,697,2,0,0,0,Web,14,9,0,0,0,0.85,24,0,None
LOG-f66365a6,tonya50,K0eyD4Kz%aeq,Tammy Norris,rojasemma@example.net,(356)816-9068x4828,7174.79,Pending,2025-11-07 09:27:18,65719637662,FLUX0PTCSSA,AC1154,2025-03-29 13:02:53,Transfer,Modern movement people,SES-f63c94d2,69833.07,15,1,14,1,1,Web,5,12,1,1,1,0.19,99,1,Tammy Ramirez
LOG-3a03243f,rhopkins,L$#u66Tq+Nr2,Robert Spencer,julian31@example.org,+1-325-608-3300,4126.27,Rejected,2025-01-30 13:51:45,44208188681,FLUX0FGKOZC,AC1395,2025-06-23 15:00:20,Debit,If one onto,SES-176add1a,7876.66,53,1,2,1,0,Mobile,9,4,1,1,1,0.59,48,1,Roy Ramos
LOG-180704f4,fortega,8zB)l^TI#iOB,Michelle Washington,fsanchez@example.org,001-640-947-0592x0412,8936.86,Pending,2024-05-02 23:55:19,92238697821,FLUX0NGUNDA,AC1519,2025-09-26 06:15:40,Transfer,Task forget bring,SES-79c20f13,69557.95,13,0,14,1,0,Web,7,5,1,1,1,0.24,80,1,Eric Hunt
LOG-5db126a3,anthonygillespie,E*K@QQ@j+0Z+,Cameron Gross,shari40@example.org,+1-687-326-0961x848,47837.05,Rejected,2024-07-13 01:14:17,67296425272,FLUX0REAWCW,AC1331,2025-08-19 15:01:43,Credit,Before prepare according,SES-1e7335ad,5649.54,29,22,5,0,0,Mobile,11,13,0,1,1,0.42,35,1,Angela Parker
LOG-6b37de76,kenneth44,atqzUnt4)4r3,Wayne Contreras DVM,npatterson@example.com,+1-475-260-3404x961,67838.68,Pending,2023-09-11 13:45:50,65926463297,FLUX0OHICCD,AC1683,2025-12-27 20:57:23,Login,Wear among,SES-44d6ff57,1196.17,234,20,0,0,0,Mobile,11,9,0,0,0,0.89,15,0,None
LOG-ab1af3cb,rosssarah,R6Y9I#le!T8A,Christian Velasquez,richardsonkayla@example.com,001-724-831-2792x873,35337.4,Verified,2024-11-30 21:06:41,96880057263,FLUX0DXUFQB,AC1796,2026-02-15 13:42:17,Credit,Behavior drop,SES-f67dd68d,8130.38,27,2,5,0,0,Web,15,12,1,1,1,0.67,44,1,Raymond Wilson
LOG-5ce3f5bf,lewiskimberly,h6ZZm&i)%kD^,Anthony Bonilla,wwallace@example.com,+1-969-672-2754x50603,86931.15,Verified,2023-03-15 00:38:10,63511611991,FLUX0OINQUS,AC1715,2025-08-15 04:52:06,Transfer,Ago fish computer television,SES-b02e4625,19941.32,19,3,9,1,0,Web,10,9,1,1,1,0.05,96,1,Kimberly Keith
LOG-e4fecced,sarah08,r$gCXYun@lh6,James Ayers,brandon71@example.org,4527887391,18466.7,Verified,2025-08-03 04:51:15,82040167111,FLUX0ZBHVTB,AC1223,2025-11-23 16:39:00,Transfer,Effort join manage necessary,SES-1857a6c0,86990.9,14,2,13,1,1,Web,12,7,1,1,1,0.01,75,1,Sonya Young
LOG-f471609c,tkeller,*2TqY+3my_Fv,Miss Colleen Green,jdelgado@example.org,001-788-372-0230x63646,83753.33,Pending,2024-07-31 10:55:13,06265682515,FLUX0MIYAMQ,AC1615,2025-09-05 05:39:24,Debit,Country nor point,SES-5f975842,4194.53,17,23,2,1,0,Mobile,15,13,0,1,0,0.41,45,1,Tammy Soto
LOG-b326d559,karenrose,*19MKtUq8#a),Nicole Alvarado,speters@example.com,6466050220,46214.15,Rejected,2023-09-27 19:40:42,74601168161,FLUX0JYZTJZ,AC1169,2025-04-29 04:49:54,Transfer,New wear lay factor,SES-e0bfcdfe,34994.04,9,1,15,1,0,Web,9,10,1,1,1,0.03,93,1,Carol Rivera
LOG-da42744f,arthurjohnson,$LX96!tq#%MH,Steve Reese,watsonlawrence@example.org,(747)212-0581x57060,88428.54,Verified,2025-07-11 23:05:19,72663665273,FLUX0RNNJRZ,AC1376,2025-10-11 09:45:51,Transfer,Bad television,SES-f311cd76,16241.77,18,3,14,1,1,Web,10,3,1,1,1,0.07,96,1,Jimmy Gilbert
LOG-4795f388,jholland,D%3PbYwRsX5I,Jamie Morse,nathanpetty@example.net,6443663796,91521.73,Verified,2023-07-23 07:48:54,38903631599,FLUX0HAIHXH,AC1279,2026-01-30 00:54:42,Transfer,Road yeah war second leader,SES-ccc0cc6d,9175.31,42,2,5,1,0,Mobile,12,15,1,1,1,0.48,53,1,Donald Baker
LOG-16911fe6,regina86,h1l!^Ywy@oH$,Courtney Clark MD,andrea61@example.org,(768)642-0299,22313.25,Rejected,2024-07-19 05:49:36,93880155767,FLUX0YQOPPC,AC1394,2025-12-22 03:51:32,Transfer,Force draw official,SES-b445eefc,27968.85,18,1,6,1,1,Web,4,7,1,1,1,0.3,82,1,Andrea Daniel
LOG-25a048eb,davisrichard,)FUlZiock#5(,Steven Carter,kwilson@example.net,839.398.8986,28777.87,Pending,2023-09-06 10:30:18,86390817224,FLUX0SXMYWJ,AC1707,2026-01-23 19:30:30,Transfer,Nice if civil maintain wish,SES-1b5e012e,30950.56,14,0,5,1,1,Web,7,4,1,1,1,0.05,90,1,David Young
LOG-407e6b23,carterjoel,2!^SI4!vHLTU,Rodney Alexander,ryan58@example.com,(390)429-5725x101,87387.18,Verified,2024-03-31 15:43:26,71488026457,FLUX0WOHDHE,AC1194,2026-02-08 16:14:32,Debit,Enter remember get media program,SES-992dd473,48.82,625,16,0,0,0,Web,5,10,0,0,0,1.0,4,0,None
LOG-af730f78,hfernandez,)3D!_Tzz9y^d,Patricia Miller,kmartinez@example.com,+1-245-767-6971x7268,73291.31,Verified,2024-01-23 17:21:48,05426838215,FLUX0QDEIXY,AC1646,2026-02-07 13:26:33,Transfer,Wait necessary show drug quality,SES-b4740f3b,993.57,190,13,0,0,0,Mobile,4,10,0,0,0,0.97,23,0,None
LOG-c6aaf645,maxwellwesley,#zAyOAfYX4CG,Holly Price,ypearson@example.com,+1-648-800-7112x34637,56320.63,Pending,2025-04-22 20:17:50,27838575856,FLUX0UYILCA,AC1221,2025-10-24 20:02:45,Credit,Bit head debate ball drive,SES-c86ed637,4531.71,45,0,5,1,0,Mobile,4,6,1,1,0,0.58,48,1,Dale Hernandez
LOG-abb1149d,rchen,gQOq8@Yir^$6,Spencer Mercado,smithrose@example.net,(280)527-7708,5157.5,Pending,2024-09-05 14:37:45,90121439791,FLUX0OMZVBD,AC1610,2025-08-04 11:34:58,Transfer,Create tend cultural church training,SES-a9fad0a3,1851.08,747,11,0,0,0,Mobile,6,10,0,0,0,0.99,9,0,None
LOG-5a8f2562,ashleyberry,p)6FNl##wyZW,Brett Watson,alexandria35@example.net,2973182331,34657.6,Verified,2025-03-18 00:35:00,02615280720,FLUX0UTIPDG,AC1580,2025-08-08 02:26:36,Login,After still dog whose responsibility,SES-af794b07,6419.61,49,0,2,1,0,Web,13,4,1,1,1,0.44,59,1,Kyle Wood
LOG-7db3ade7,christopher34,%g@xJ6Ks#03q,Kelsey Horne,robinsonelizabeth@example.com,987.711.1439x86282,84189.6,Verified,2025-09-18 09:06:21,16329756973,FLUX0VSSGJO,AC1118,2025-11-14 14:06:51,Login,Single why raise that,SES-f40daa38,744.77,180,14,1,0,0,Mobile,12,12,0,0,0,0.85,11,0,None
LOG-dbd050c4,egraham,xR9wvpiXe&eh,Michael Huff,odomshaun@example.com,5354908700,15725.86,Verified,2025-02-10 22:16:10,81187518019,FLUX0GFDDFZ,AC1102,2025-07-09 20:07:48,Debit,Natural third sea,SES-6797144e,8994.97,15,0,4,0,0,Mobile,7,7,1,1,1,0.62,47,1,Mark Collins
LOG-d0c7b7f2,robert89,@Dia4n8i3zHE,Lori Baker,bettyparker@example.org,+1-392-298-7276,73845.75,Rejected,2024-09-27 11:14:58,78782589423,FLUX0DBNPMF,AC1038,2026-02-09 23:43:45,Credit,Difference short hair himself,SES-beb47773,1800.23,57,23,0,0,0,Web,5,11,0,1,0,0.86,7,0,Kathy Harris
LOG-ccaa7a65,zreese,Kq6&resjiePV,Jerry Howard,ithomas@example.net,+1-363-885-2786,87810.03,Verified,2024-11-23 03:30:35,30550826484,FLUX0UDEQYJ,AC1256,2025-09-17 15:46:45,Login,Station local,SES-f5ee0725,7511.78,33,1,3,1,0,Mobile,8,14,1,1,1,0.64,37,1,Robert Carlson
LOG-6f7dd06a,josebrown,3$J(AYrliw9W,Gary Bell,michaelromero@example.net,360.323.5450,17952.74,Pending,2026-02-19 02:47:24,28673059954,FLUX0FGEPEY,AC1466,2025-12-22 16:50:32,Transfer,Thought sea onto next,SES-b31cfc18,68854.71,8,2,14,1,1,Web,9,6,1,1,1,0.16,85,1,Dr. Elaine Arroyo
LOG-bc779777,hughesnicholas,a19XUUlU+B%@,Jennifer Santiago,edwardsmatthew@example.org,854-896-7095x192,91497.49,Verified,2026-02-14 15:52:09,11255369697,FLUX0KULMBQ,AC1432,2025-09-17 23:15:45,Debit,Send both pressure,SES-827c268f,110.99,578,23,1,0,0,Mobile,8,13,0,0,0,0.92,20,0,None
LOG-7ecc78df,zlee,qTu5TAvv_l2@,Mike Martin,ltorres@example.com,616-687-8592,74938.39,Verified,2025-07-31 13:08:12,16570564696,FLUX0OZLRWX,AC1240,2025-07-31 16:33:57,Credit,See method music effect,SES-e8d0fa40,1286.91,511,16,0,0,0,Web,15,3,0,0,0,0.9,21,0,None
LOG-1959eff1,ycurry,3!lsSJp9f*N$,Katrina Cox,joannaatkinson@example.net,237.297.6054x087,689.88,Verified,2024-07-03 03:07:59,35752077903,FLUX0OHHCFA,AC1340,2026-01-27 10:52:00,Transfer,Station fish,SES-4d5d5ad6,36842.76,12,3,8,1,1,Web,9,14,1,1,1,0.24,75,1,Emily Harrison
LOG-1e74e067,chaveznicholas,+!p^S9Lp5azo,David Solis,thomas93@example.net,330-569-0567,83433.09,Rejected,2023-11-21 14:23:51,59357009674,FLUX0VXCCRH,AC1296,2025-08-05 01:50:18,Transfer,Black pass apply,SES-fe61f691,82351.78,11,3,10,1,0,Web,5,13,1,1,1,0.07,92,1,Daniel Andersen
LOG-bc466dba,audrey11,qSUTgoqnp%4j,Christina Gonzalez,lstevenson@example.org,(950)466-3377x0928,89967.29,Verified,2024-03-09 08:36:28,54385251957,FLUX0CNJXIP,AC1294,2025-05-26 23:27:08,Login,Generation message front movement manager,SES-143ce7b5,1754.21,632,23,0,0,0,Mobile,5,8,0,1,0,0.88,23,0,David Curtis
LOG-3f76b714,madisonschneider,#ZJ5Ugd)*SzK,Gregory Dominguez,jamie64@example.org,001-910-908-1544x44878,77837.91,Verified,2026-02-22 06:09:56,26348199393,FLUX0CTHJOC,AC1779,2026-02-23 05:10:12,Transfer,Mind important star Mrs,SES-56d4fe96,1690.39,871,5,0,0,0,Mobile,5,5,0,0,0,0.88,7,0,None
LOG-0c282708,fcarter,I^iwMCet#CM5,Adrian Barr,jonathanyates@example.net,855.243.6247,16391.36,Verified,2023-12-04 18:53:08,21276591268,FLUX0JDUBPP,AC1356,2025-11-15 20:53:57,Debit,Road name plant,SES-6394314f,3751.98,44,0,5,0,0,Mobile,12,12,0,1,0,0.6,63,1,Carl Collier
LOG-4315dcca,allendavid,c6!W$fq7+@BQ,Eugene Smith,wilsonamanda@example.org,529-754-9197,75627.66,Pending,2023-07-09 22:24:17,21822405036,FLUX0PSIHUB,AC1522,2025-08-12 09:38:53,Debit,After ahead technology shoulder,SES-0f5aecfe,1003.03,806,9,0,0,0,Mobile,10,9,0,0,0,0.95,23,0,None
LOG-dc1a461b,martinezangelica,5+tC&@nXTG3J,Meghan Johnson,brittanyhamilton@example.com,836-753-3828x59989,20082.81,Verified,2024-10-28 12:35:11,64796906558,FLUX0ZNSYIR,AC1193,2026-02-02 05:38:33,Transfer,First wait central,SES-641e0c66,1028.53,452,5,0,0,0,Web,8,6,0,0,0,0.84,25,0,None
LOG-abf771b4,rebeccasimpson,87e5I7@b@x7T,Richard Cisneros,karen34@example.net,974-512-3764,10424.48,Rejected,2023-09-11 20:07:06,63249449605,FLUX0DELCQI,AC1549,2025-08-15 16:44:04,Transfer,Soldier save tree source music,SES-9eeb6527,51912.31,8,2,7,1,1,Web,14,14,1,1,1,0.04,89,1,Dr. Jorge Davis
LOG-b8b3305b,tina01,#2MsbaQMrD%c,James Walker,russell60@example.net,792.877.5019,12227.44,Verified,2025-11-26 10:04:19,88998089587,FLUX0GTHSQK,AC1343,2025-03-06 08:53:59,Transfer,Forward piece,SES-7879859b,2797.48,54,1,4,1,0,Mobile,7,10,1,0,0,0.68,49,1,None
LOG-58091d3c,christopherjones,uX79En&KZ2+),Teresa Morales,scott21@example.net,001-761-558-3442,79072.97,Verified,2023-12-21 17:04:32,10092306889,FLUX0NAARYM,AC1790,2025-12-24 06:32:22,Transfer,Wife sea,SES-0db66efd,2092.98,34,0,2,1,0,Mobile,11,9,1,0,0,0.62,56,1,None
LOG-8e31ab38,pward,f(hFXqn2Q05Q,Andrew Jefferson,maryyoung@example.org,670.520.3283x1768,90132.13,Verified,2025-04-22 18:24:20,92368939671,FLUX0RTYPRX,AC1732,2025-10-26 15:49:58,Transfer,Send avoid speak good draw,SES-5bedbd0e,36309.87,7,1,12,1,0,Web,11,15,1,1,1,0.21,98,1,Carrie Palmer DDS
LOG-f684ccba,lisa80,&7(CeekUy3vh,Heather Chapman,jennifermata@example.org,588-529-0435x42767,25154.35,Verified,2025-04-01 20:33:09,75017272509,FLUX0QCJNPC,AC1433,2025-03-23 03:19:18,Transfer,Fall most,SES-c7b67ea7,35389.45,16,2,11,1,0,Web,7,12,1,1,1,0.22,92,1,Elizabeth Fischer
LOG-1ef8801f,hernandezbrandon,(hyvMbWjjv7u,Megan Thomas,clarkgarrett@example.net,(800)575-3889x50556,24295.01,Rejected,2024-12-22 14:06:55,07524441334,FLUX0MNOENO,AC1553,2025-06-10 14:23:20,Credit,Nothing with example range since,SES-ab02bc81,298.66,759,14,0,0,0,Mobile,15,11,0,0,0,0.88,12,0,None
LOG-a68acaf6,zcoleman,#0XPrl^^*v@*,Michael Mccann,benjamin69@example.net,(491)740-3116,1513.32,Verified,2025-08-17 12:17:31,34158541250,FLUX0MUYQQP,AC1676,2025-06-19 16:08:21,Transfer,Measure suddenly baby cell question,SES-81f917d2,1826.1,199,16,0,0,0,Mobile,15,4,0,0,0,0.88,8,0,None
LOG-12742d07,derekallen,^1DtxdMxFp&Y,Jason Kelly,angela66@example.org,4175795771,94920.3,Verified,2026-02-20 12:23:04,70057627367,FLUX0XXITRR,AC1701,2025-11-20 04:04:12,Credit,Development situation recognize,SES-bffea727,1335.27,791,4,1,0,0,Mobile,7,5,0,0,0,0.97,24,0,None
LOG-8883ec41,kmills,dy3VTd^4@Y0L,Anthony Williams,xjohnson@example.net,(433)550-6677x4512,45925.18,Rejected,2023-04-26 03:07:05,28215622904,FLUX0QNAFHC,AC1406,2025-04-14 20:02:54,Transfer,Nation since better trial want,SES-c9fe531d,49574.68,12,1,6,1,0,Web,11,8,1,1,1,0.22,78,1,Paul Hall
LOG-14b2e16b,christinamcclain,WU0hA8lvP3(k,Sydney Ross,abbotttracey@example.net,+1-904-457-2069x55021,49444.49,Verified,2025-07-16 23:58:54,04995924123,FLUX0UQSJRQ,AC1692,2025-10-25 15:59:23,Transfer,Cut wrong probably beat,SES-32ab3204,6597.86,50,1,4,0,0,Web,8,7,1,1,1,0.43,39,1,Julia Miller
LOG-ca83a7a0,jamie70,_37OkTbltYAs,Frank Parks,michele88@example.net,9195196846,91155.08,Verified,2025-08-10 20:18:53,73146984367,FLUX0RKSLNS,AC1346,2025-09-29 04:49:21,Login,Start dark oil,SES-2b634ab8,2276.66,47,22,4,1,0,Web,12,8,0,1,0,0.68,40,1,Dawn Hodge
LOG-8c7d7f93,kevinmitchell,bW0^T^vM#3S6,Levi Jackson,alyssa16@example.org,350.840.5817x9020,23925.29,Verified,2025-12-02 19:19:41,06228414648,FLUX0XZNXLD,AC1227,2026-02-19 18:11:07,Credit,Away public modern seek nor,SES-c0e4f246,3557.79,29,0,3,0,0,Mobile,13,11,1,1,0,0.48,47,1,Christopher Barber
LOG-92954209,nsmith,@4LigAmexwFk,James Henry,ericasmith@example.org,+1-588-545-6818x5440,10386.37,Verified,2024-02-25 18:05:26,59518975861,FLUX0TKSFJI,AC1704,2025-12-19 17:47:33,Debit,Able citizen behavior man job,SES-4ec00404,3784.22,55,1,3,1,0,Mobile,11,9,1,1,0,0.55,39,1,Kevin Graves
